Topic,Content
sports,man city v liverpool danny murphy jurgen klopps huge eight daysby danny murphyformer liverpool midfielderlast updated hour ago hour agofrom section liverpoolthis going monumental week liverpool fact face three huge test quick succession might actually exactly needstarting saturday red play manchester city chelsea arsenal space eight day think need win least two game stay fight top fourthat look like daunting prospect might surprise people see liverpool done well big game season theyve done better top teamswhen include top six result champion league quarterfinalists chelsea liverpool still top minileague goal difference drew anfield january city arsenal beaten bluesto see jurgen klopps side top minitable shock though actually back theory struggle season got close mounting title challengeat start campaign felt like liverpool little bit hangover missing two big trophy last may understandable two game greatness last season one premier league win champion league final away quadruple team done english footballmore concern back august lot liverpool player real competition place watching early performance felt complacency set little bit especially lesser teamsformer liverpool manager gerard houllier used talk lot charge anfield would always warn u called comfort zonehed say thats player fall start believing hype think better team areits conscious decision make player sitting home watching video clip walking pitch thinking going brilliant however part good team long time fall trap end thinking need turn winits best team year needed reinvention sir alex ferguson time time manchester united pep guardiola city know keep changing thing continue successfullatest liverpool news analysis fan viewsget liverpool news notificationslisten latest red kop podcastliverpool still capable magic momentsliverpools last league game saw follow win manchester united defeat bournemouth bottom table summed season far say murphyin year gone klopp red would run straight lesser opposition win game game season though liverpool near level time everyone trying explain underperformed looked vulnerable defensivelythere complacency injures helped season gone ive also seen lack confidence certain game come getting expected result earlier onbut fact still done well better team confirms mindset issue physical problem lack qualitychelsea ranked game top five season win two draw three goal six game fulham bottom eight defeat eightwhenever play big team always aware bang physically mentally otherwise going successful liverpool focus theyve got result got best record game top six theyve also picked point top five anyone toothats play well capable hurting top side anyone else proved time time againtheir secondhalf capitulation real madrid anfield worrying started well champion europe also one team beaten napoli seasonin premier league beaten city smashed united beaten newcastle home away noone else managed theyve definitely become bad team overnightliverpools mohamed salah celebrates scoring winner league game manchester city october also scored red beat city wembley community shield august target city etihad stadium carabao cup decemberliverpools premier league result top five hometeamaway aprilarsenallost man city aprilwon man utdlost apriltottenhamwon newcastlewon city arsenal fear redsliverpool wont really care win title thinking making top four big say becomes championsapart city arsenal play liverpool dangerous opponent left could even take point themarsenals remaining premier league fixtureshomeawayleeds aprilliverpool aprilsouthampton aprilwest ham aprilchelsea aprilman city aprilbrighton maynewcastle maywolves maynottingham forest maythere time city breathtaking equally certain game quite recently smooth easy eye previous seasonsi still think going etihad stadium winning big ask liverpool done league since pep guardiola arrived city mohamed salah play well win united wont easy nathan ake stop himerling haaland win game city would give different perspective fixture recover groin injury timeman city remaining premier league fixtureshomeawayliverpool aprilsouthampton aprilleicester aprilfulham aprilarsenal aprileverton maywest ham maybrentford mayleeds maybrighton tbcchelsea mayeven haaland play liverpool team competed directly city several year many close game time dont think much regardlessthe arsenal player really historic personal rivalry liverpool city dont think gunner fear trip anfield dont know like go win mikel arteta playing arsenal last time happened september top four liverpool need refreshchampions league competition want part kloppthis could amazing week liverpool whatever happens pivotal make break season decide summer toolose three game topfour hope would quickly confirm owner lot work dobut stay race champion league place sneak last minute like there chance klopp may get backing transfer market would dont get ini dont know seem logical respect ive seen happen old club one reason mark hughes left fulham promised money player poor first half season reduced finished season stronglyi sure liverpool owner arent naive enough think get away investing squad summer even make top four happens could train thought runin proved squad actually pretty good team back trackso something bittersweet situation liverpool fan want win game want champion league football everything brings want refresh think need onei know lot supporter confident investment klopp get team back top fighting title feel way weve already seen bounce back poor title defence hopefully another bump road looking money rival spending klopp definitely need reinforcement going push team againdanny murphy speaking bbc sport chris bevanour coverage liverpool bigger better ever here everything need know make sure never miss momenteverything liverpool go straight best content
sports,premier league relegation nine team danger dropping championshipby michael emonsbbc sportlast updated march march section premier leaguebournemouth southampton currently th th respectively maintain premier league placeswith two month premier league season left set tense battle avoid relegation championshipthere four point separating crystal palace th bottomofthe league southamptonit least amount point team th th stage season premier league historydata specialist nielsen gracenote studied stats judged team chance relegated based remaining fixture giving percentage chance survivalgracenote say point enough guarantee premier league survival bbc sport want know think fight avoid drop go see percentage chance team surviving relegation give thought ranked listhow standsthe bottom three match playing championship next seasonstats predictioncrystal palace th ptscrystal palace league form led dismissal manager patrick vieira yearold former eagle bos roy hodgson given task keeping divisionhowever nine palace past match team top eight one away thplaced aston villaeight match palace runin team relegation battle including finalday home game nottingham foreststill play apr leicester h apr leeds apr southampton apr everton h apr wolf apr west ham h may tottenham may bournemouth h may fulham may nottingham forest hgracenote fact crystal palace selected player starting lineup season arsenal newcastle manchester city started fewer player palacecrystal palace entertain nottingham forest final day season selhurst parkwolves th ptswolves third manager season bruno lage sacked october lengthy search fulltime successor saw steve davis take charge seven premier league match securing four point timebut former spain manager julen lopetegui led five league win including home victory liverpool tottenham take bottom threethey want get point quickly last two away match season see manchester united arsenalstill play apr nottingham forest apr chelsea h apr brentford h apr leicester apr crystal palace h apr brighton may aston villa h may manchester united may everton h may arsenal agracenote fact wolverhampton wanderer worst finishing premier league season scoring goal attempt le half scoring rate best team brentford manchester city scored attempt leeds united th ptsleeds united stayed final day last season another relegation battle match still come arsenal liverpool manchester city newcastle tottenham could go wire againjesse marsch sacked manager february club sevengame winless run javi gracia made encouraging start win southampton wolf well draw brighton three first four league game chargestill play apr arsenal apr nottingham forest h apr crystal palace h apr liverpool h apr fulham apr leicester h apr bournemouth may manchester city may newcastle h may west ham may tottenham hgracenote fact leeds united one relegation candidate two past four match wolf everton west ham bournemouth southampton one past four three team fighting avoid going failed win past four gamesleeds brentford last day season stay premier league relegate burnleyeverton th ptsevertons result much improved since sean dyche became manager end january following sacking frank lampardthey beat premier league leader arsenal dyches first game bos followed win leeds brentford well draw nottingham forest chelseahowever toffee played top flight english football every season since still two point relegation zone face tophalf team six last matchesstill play apr tottenham h apr manchester united apr fulham h apr crystal palace apr newcastle h may leicester may brighton may manchester city h may wolf may bournemouth hgracenote fact bournemouth faced goal attempt opponent season evertons everton ever great againnottingham forest th ptsnottingham forest first premier league season since winning promotion championship last season steve cooper signed player bid keep top levelhowever scored joint lowest amount goal level crystal palace wolf everton four league goal coming away city groundthey also poor run form two point past six match daunting fixture list including manchester united liverpool brighton brentford chelsea arsenal still comestill play apr wolf h apr leeds apr aston villa apr manchester united h apr liverpool apr brighton h apr brentford may southampton h may chelsea may arsenal h may crystal palace agracenote fact nottingham forest used different player premier league season teamleicester city th ptsleicester city came eighth last season reached semifinal europa conference league made awful start campaign picked one point first seven matchesfive win eight game break world cup left midtable two league match since taken eight point past matcheshowever fox six match remaining relegation rival three team premier league top eight still play apr crystal palace apr aston villa h apr bournemouth h apr manchester city apr wolf h apr leeds may everton h may fulham may liverpool h may newcastle may west ham hgracenote fact premier league team season allowed opponent big chance leicester city bournemouths opponent also big opportunity scoreleicester play home west ham final day side currently th th respectively premier leaguewest ham united th ptswest ham finished sixth seventh past two season find bottom three fighting topflight survivalthey game left team bottom half face hectic schedule also twolegged quarterfinal europa conference league twolegged semifinal come advance five west ham remaining match team top six also still play bottom two southampton bournemouth well relegationthreatened crystal palace leeds leicesterstill play apr southampton h apr newcastle h apr fulham apr arsenal h apr bournemouth apr liverpool h apr crystal palace may manchester city may manchester united h may brentford may leeds h may leicester agracenote fact premier league top seven team goal attempt season west ham five top seven plus chelsea conceded fewer goal attempt season west ham bournemouth th ptsbournemouth first topflight team sack manager season scott parker got promotion last season dismissed criticising club summer recruitment following premier league recordequalling loss liverpool augustgary oneil manager since firstly interim basis getting job permanently november cherry win first seven league match following world cup victory wolf success liverpool given hopesix bournemouths remaining match team relegation fight four game awaystill play apr fulham h apr brighton h apr leicester apr tottenham apr west ham h apr southampton apr leeds h may chelsea h may crystal palace may manchester united h may everton agracenote fact bournemouth conceded goal corner season premier league nearly twice many next worst team defending corner chelsea eight average bournemouth concede goal every corner facesouthampton th ptssouthampton another side third manager season sacked ralph hasenhuttl november replaced nathan jones lasted eight premier league match picked one win also dismissedruben selles assistant manager hasenhuttl next line started victory chelsea win leicester draw manchester united tottenham given saint fan hopehowever half southamptons remaining match top seven team ending season home game liverpoolstill play apr west ham apr manchester city h apr crystal palace h apr arsenal apr bournemouth h apr newcastle may nottingham forest may fulham h may brighton may liverpool hgracenote fact southampton kept fewer clean sheet season team premier league total four clean sheet one fewer leeds united west ham united chance avoiding relegation season different point totalspointschance safety fewergracenote euro club indexwho relegatedpredict premier league bottom three seasonfirstsecondthirdconfirm selectionour coverage premier league club bigger better ever follow team sign notification bbc sport app make sure never miss moment
politics,donald trump indictment exus president charged hush moneypublished hour agoshareclose panelshare pagecopy linkabout sharingthis video playedto play video need enable javascript browsermedia caption watch trump arrest saga secondsby anthony zurcher jude sheerinbbc news washingtonformer u president donald trump charged hush money payment made porn star presidential electionthe detail case yet released grand jury voted indict investigating payout stormy daniel attempt buy silence alleged affair mr trump denies wrongdoing first serving former u president face criminal chargethe office manhattan district attorney alvin bragg pursuing investigation confirmed contacted mr trump attorney coordinate surrender unspecified chargesthe expresident life florida expected fly new york monday arraigned court tuesday two source familiar matter told cbs news bbcs u partnerthe charge indictment read hearing set last minutesthe united state secret service tasked protecting serving former u president charge security court appearancelive update indictmentthis happen trump arrestedwhat happened stormy daniel trumpin adult film star stormy daniel contacted medium outlet offering sell account said adulterous affair donald trump year married current wife melaniamr trump team got wind lawyer michael cohen paid m daniel keep quiet illegalhowever mr trump reimbursed lawyer record payment say legal fee prosecutor say amount mr trump falsifying business record misdemeanour criminal offence new yorkprosecutors could also potentially allege break election law attempt hide payment m daniel motivated wanting voter know affair covering crime falsifying record would felony serious charge even advocate prosecution acknowledge either way mean clearcut casethere little precedent prosecution past attempt charge politician crossing line campaign finance personal spending ended failurethis video playedto play video need enable javascript browsermedia caption watch trump perp walk moment explained secondsmr trump face prospect fingerprint recorded mugshot taken like defendant criminal case statement mr trump lashed manhattan district attorney called prosecutor disgrace accused joe bidens dirty workthe democrat lied cheated stolen obsession trying get trump theyve done unthinkable indicting completely innocent person act blatant election interference saidmr trump repeatedly slammed investigation hometown new york political witch hunt led opponent mr bragg registered democrat denied pursuing political vendetta mr trump evaluate case jurisdiction based fact law evidence tweeted earlier monthhow big trump legal problemsprofile prosecutor trump hush money casewhat u grand jurymr trump lawyer susan necheles said statement commit crime vigorously fight political prosecution courtfollowing indictment m daniel thanked supporter many message coming cant respond also dont want spill champagne tweetedimage source reutersimage caption mr trump denies affair stormy daniel picturedthe criminal case could shape presidential race mr trump currently frontrunner among declared potential contender republican white house nominationbut nothing u law prevents candidate found guilty crime campaigning serving president even prisonhis campaign sent fundraising email thursday evening citing indictmenttop congressional republican rallying behind mr trumpthe bbcs americast team discus next trumphouse representative speaker kevin mccarthy said alvin bragg irreparably damaged country attempt interfere presidential electionas routinely free violent criminal terrorize public weaponized sacred system justice president donald trumpbut democrat welcomed indictment arguing showed noone lawcongressman adam schiff said indictment arrest former president unique throughout american history unlawful conduct trump chargedmr trump also investigated several casesthey include probe role u capitol riot january effort overturn loss state georgia election handling classified document leaving officemr trump served president twice impeached house representative acquitted senate timesrelated topicsdonald trumpus politicsunited statesmore storythe trump arrest saga second video trump arrest saga second hour ago
politics,humza yousafs first fmqs hit series disruptionspublished hour agoshareclose panelshare pagecopy linkabout sharingthis video playedto play video need enable javascript browsermedia caption climate change protest disrupt humza yousafs first session first minister questionseleven protester disrupted humza yousafs first minister question fmqs debut face sixmonth ban parliament public gallery mr yousafs first fmqs session hit series disruption climate activiststhe public gallery holyrood chamber eventually cleared session suspended five time first minute presiding officer later announced tougher action protesterspolice later confirmed people removed public gallery noone arrestedsuch interruption almost weekly occurrence recent fmqspresiding officer alison johnstone pledged take action stop mobile phone already banned gallery later said would stringent measure identify responsible change parliament visitor policy would ban individual public gallery six month robison replaces kate forbes new scottish cabinetwho humza yousaf scotland new first ministerthe first suspension proceeding came scottish conservative leader douglas ross even managed ask first question mr yousaf sworn nicola sturgeon successor first minister wednesdaythere series interruption mr ross exchange mr yousaf presiding officer eventually calling police court official remove public galleryms johnstone said dont think adequately express deep regret action required national parliament im extremely sorry overwhelming majority travelled parliament today watch elected representative workimage source pa mediaimage source getty imagesimage source getty imagesimage caption police officer cleared public gallery series interruptionsafter one group schoolchildren allowed remain gallery snp msp stuart mcmillan asked another school group constituency also allowed return prompting suspensionmr yousaf told presiding officer agreed decision clear gallery praised school pupil behaving much better adult public gallery mr ross blasted protester saying shower week week image genuine constituent forced parliament one regret one none u want see repeatedhe said grateful schoolchildren permitted remain added must something stop going forwardprotests become regular feature fmqs recent month today might new record five inside first set questionspresiding officer alison johnstone told msps plan try crack thisbut chiefly consist banning use mobile phone chamber clear decisive effectindeed given protest consist entirely people shouting difficult think foolproof method actually prevent themthe public gallery cleared todaythe absolute last resort would bar people sitting something parliamentary authority loathe consider given transparent scrutiny whole point holyroodthe session followed three day ceremony procedure since mr yousafs election snp leader monday backing majority msps become first minister tuesday sworn court session wednesday named ninestrong cabinet team new deputy shona robison taking finance brief kate forbes six nine cabinet member woman five member m forbes narrowly defeated mr yousaf leadership contest turned move finance secretary rural affair would generally seen demotion sitting backbench mspmr yousafs appointment came fire mr ross described team cabinet lackeysmr ross pointed key ministerial post relating tourism social security abolished mr yousaf appointed new minister independenceits old snp another nationalist leader scotland need national leader told chamberand questioned whether minister independence priority people scotlandimage source pa mediaimage caption mr yousaf criticised within party choice cabinet membersmr yousaf said made apology minister focused independence saying important ever scotland leave ukin question mr yousaf scottish labour leader ana sarwar focused scotland mental health crisis saying child young people waited week standard referral rejected entirelymr yousaf said mr sarwar acknowledge global impact covid pandemic offered apology deep regret anyone wait longer shouldhe added scottish government taking action recovery number child starting treatment recent quarter highest figure recordthe first minister said overall mental health treatment waiting list young people decreased number child waiting week dropped added drop number waiting weeksrelated topicsscottish parliamenthumza yousaf
politics,margaret ferrier mp face common suspension covid train trippublished hour agoshareclose panelshare pagecopy linkabout sharingimage source pa mediaimage caption mp spoke house common awaiting result covid testmp margaret ferrier suspended common day breaching covid rule standard committee recommendedthe suspension would likely lead byelection rutherglen hamilton west constituency imposedferrier spoke parliament september awaiting result covid testshe took train home glasgow told tested positiveshe lost snp whip since pleaded guilty breaching covid rule sentenced carry hour community service charge stated failed selfisolate exposed people risk infection illness deathwho margaret ferriermp margaret ferrier face parliament probemp exposed public covid must unpaid workcovid mp say behaved charactermps vote whether follow recommendation committee would generally back suggested punishmentany mp suspended common least day recalled byelection held least registered voter constituency sign petition calling happen labour would high hope winning byelection rutherglen hamilton west constituency ferrier majority last general election snp labour finishing second sitting common independent mp since losing snp whip parliamentary commissioner standard daniel greenberg began investigation conduct october following ferriers selfreferralhe concluded put personal interest ahead public interest immediately selfisolating london therefore caused possible risk harm health life people came contact withthe commissioner also said action caused significant damage reputation integrity house common whole member generally noted people many walk life would sacked similar breach lockdown rulesindication remorseferrier told commissioner selfreferral open acceptance indication remorse brought parliament disreputebut maintains put personal interest public glasgow sheriff court told last august taken covid test saturday september tickly throatwhile awaiting result went church sunday gave reading congregation later spent two hour bar prestwick ayrshireshe travelled london train passenger board monday spoke common later day finding short time later tested positive virusimage source getty imagesimage caption margaret ferrier campaigning snp leader nicola sturgeon ahead general electionferrier wore face mask common speaking chamber sat table dup mp jim shannon conversed minutesthe positive result test delivered shortly text emailthe mp decided get train back glasgow following day fearing would selfisolate london hotel room two weeksnew snp leader humza yousaf called ferrier quit mp said would look forward fighting byelection constituency added weve said day one margaret ferrier stepped reckless actionwell take nothing granted wont complacent weve got strong support rutherglen right across region take hard work shadow scottish secretary ian murray said said right parliament thrown book ferrier said snp still question answer knew timeferrier right thing stand mp constituent deserve better mean byelection saidthe recall process used three time pastin first instance petition dup mp ian paisley threshold methowever met two case labour mp fiona onasanya tory chris davy m onasanya contest byelection seat mr davy stood byelection lostthe rule house common mean mp suspended sitting day recall petition opened constituencythe petition open six week voter area sign trigger byelectionso hoop jump suspension still approved mp given ongoing parliamentary proceeding boris johnson fierce debate sanction applied covid rule breachesms ferrier also right appeal committee decisionbut still seems likely byelection rutherglen hamilton west seat changed hand last three general electionsms ferrier snp majority already key target labouran early contest would immediate test snp leader humza yousaf also labour counterpart sir keir starmer ana sarwar quest spark revival former scottish heartlandsrelated topicshouse commonsrutherglenmargaret ferrieruk parliamentmore storywho margaret ferrier september mp margaret ferrier face parliament probe october mp exposed public covid must unpaid work september covid mp say behaved character october
politics,kate forbes snp leadership candidate leaf governmentpublished day agoshareclose panelshare pagecopy linkabout sharingimage source pa mediaimage caption m forbes mr yousaf embraced confirmed scotland new first minister tuesday afternoonkate forbes finished second snp leadership race leave scottish governmentthe bbc understands finance secretary offered move rural affair new first minister humza yousaf turned job departure came hour new snp leader confirmed scotland first minister vote scottish parliamentthe post offered mr yousaf would seen major demotionms forbes later tweeted mr yousaf full support said full confidence appoint talented cabinet ministerial team able meet challenge facing countryshe maternity leave role nicola sturgeon resigned first minister snp leader last month profile kate forbesyousaf confirmed scotland new first ministershona robison scottish deputy first ministermr yousaf elected first minister backed msps scottish green guaranteed majority opposition party leadershe becomes scotland youngest first minister age first muslim lead major uk partyprime minister rishi sunak spoke mr yousaf congratulate tuesdayms forbes launched highlypersonal attack mr yousaf snp leadership contest questioned whether capable first minister live stv debate video playedto play video need enable javascript browsermedia caption humza yousaf becomes scottish first ministershe told mr yousaf transport minister train never time justice secretary police stretched breaking point health minister weve got record high waiting timesms forbes came fire senior snp colleague campaign socially conservative view issue like abortion gay marriage mr yousaf warning party lurch right belief member evangelical free church scotland also clash scottish green threatened walk away powersharing agreement snp contestspeaking shortly confirmed new first minister tuesday afternoon mr yousaf said spoken m forbes absolutely wanted remain government known stage role offered whether would accept mr yousaf narrowly defeated m forbes vote become snp leader monday contest exposed deep division within party image source reutersimage caption humza yousaf defeated kate forbes leadership contestthe result closer many people expected showed m forbes considerable support among grassroots snp member despite mr yousaf backed party hierarchy polling expert prof sir john curtice said m forbes appeared popular mr yousaf scottish voter whole m forbes congratulated mr yousaf confirmed new snp leader monday saying whatever robust disagreement frank exchange last week confident unite behind humza new party leader shared common objective independencethe pair also embraced scottish parliament chamber vote saw also appointed country sixth first ministerfollowing vote mr yousaf announced shona robison serving social justice secretary close ally m sturgeon would appointed deputy first ministerscottish conservative chairman craig hoy said mr yousaf poured petrol snp civil warimage source pa mediaimage caption nicola sturgeon tendered resignation first minister letter kingkate forbes furious snub offer cabinet demotion show mission reunite feuding party doomed failure saidit make mockery claim yesterday longer team humza team ash team kate one team reality snp divided top bottomin conversation new first minister tuesday prime minister said reiterated desire continue working constructively scottish governmentafter victory mr yousaf promised would argue tirelessly independencehe raised question independence referendum call mr sunak suggested would distract delivering thing top priority list people across scotlandearlier day nicola sturgeon officially tendered resignation scotland first minister letter kingthis big setback humza yousafs effort reunite snp bruising leadership contest kate forbes ran close monday appealed party come together one team quickly heal division opened campaign today told absolutely wanted kate forbes government within couple hour turned offer move rural affair would demotion finance close humza yousaf say genuine offer informed earlier indication kate forbes ally kate forbes say consider whether could effect real change mr yousafs government also weighed whether serving team would help hinder prospect another leadership contest coming yearsrelated topicskate forbeshumza yousaf
health,blood test may spare cancer patient chemopublished day agoshareclose panelshare pagecopy linkabout sharingimage caption ben cooke avoided chemo thanks blood testsby fergus walshmedical editor blood test detect trace cancer cell could spare thousand patient unnecessary chemotherapy every yeara major bowel cancer trial examining whether test show surgery removed tumourdoctors say half patient stage bowel cancer cured surgery alone using chemotherapy overtreating many people bowel cancer patient recruited uk studyben cooke run hair salon king road chelsea london also work stylist fashion shoot early march last year noticed dark blood poo rang nh sent ae diagnosed stage bowel cancer successfully treated surgery gold standard treatment intravenous chemotherapy mop remaining tumour cell reduce risk cancer returning chemotherapy used bowel cancer oxaliplatin cause painful tingling numbness hand foot called peripheral neuropathythis nerve damage longterm ben worried might affect ability job love would able cope say need work therapythe yearold enrolled study london royal marsden hospital evaluating whether blood test show chemo really needed test showed clear cancer avoided intravenous chemotherapyinstead like everyone taking part trial took oral chemo tablet twice day minimal side effect allowed carry working fact didnt tingling hand absolute blessing saysimage caption ben blood extracted liquid biopsythe blood test work looking microscopic trace cancer bloodstream called circulating tumour dna presence marker indicates whether patient cured surgery tiny fragment would invisible scan ben consultant marsden dr naureen starling principal investigator trial say outcome could affect way thousand bowel cancer patient treated every yearhalf patient stage bowel cancer cured surgery alone overtreating large proportion patient saysthe hope specialised technology could spare many cancer patient unnecessary chemotherapythats good patient good health service good cost saving within nh would winwin say dr starlingimage caption liquid biopsy packaged send californiathe trial called tracc using test created u company guardant health sample sent lab california analysis result coming back within around two week survival outcomesthe trial funded national institute health care research nihr examine difference survival rate three year patient whose treatment guided blood test compared standardofcare chemotherapy grouptrials also way uk monitor patient lung breast cancer waydr starling say potential new technology across cancer care immense come detecting residual disease surgery also early diagnosiswhat clear already multiple study socalled liquid biopsy blood test reveal lingering presence cancer long would found using traditional method trial greece published nature january found liquid biopsy could show cancer recurrence least four year would detectable via scan study followed small group breast cancer patient surgeryat american society clinical oncology conference chicago last june study bowel cancer patient found using blood test guide treatment number patient needing postsurgery chemotherapy nearly halved without risk relapsebut dr starling say far bigger randomised trial uk essential calibrate exactly much reliance placed liquid biopsy especially mean considering withdrawal chemotherapythe test already available private patient susanne winter artist surrey diagnosed stage bowel cancer march successful surgery remove tumour cancerous lymph node initially thought would need chemotherapy ensure cancer entirely gone ctdna test done privately showed clear cancersusanne cancelled commitment prepare several month chemotherapy negative test result meant free concentrate art even two work accepted royal academy summer exhibitionshe feel incredibly lucky avoided chemotherapy knew toxic youre psyching hear arent going need unbelievable saysimage caption susanne winter able carry paintingwhat considered holy grail cancer detection able spot disease earliest stage easy cureblood test also trialled see diagnose whole range cancersmore volunteer aged recruited across england see test could pick type tumour screening programme nhsgalleri trial made californian company grail interim result due early next yearrelated topicsbowel cancernhs
health,uk cosmetic procedure number recover covidpublished day agoshareclose panelshare pagecopy linkabout sharingrelated topicscoronavirus pandemicimage source getty imagesimage caption private cosmetic procedure according baapsby annabel rackhambbc newsthe number cosmetic procedure taking place uk continued increase following pandemic according british association aesthetic plastic surgeon baapsbreast enlargement remains popular surgery woman number breast reduction also risewomen underwent recorded cosmetic procedure baaps saysanyone thinking surgery consider risk decidingbaaps organisation look improving safety innovation cosmetic surgeryits president marc pacifico say economic uncertainty decrease overall consumer spending seem deterring patient cosmetic surgerythe baaps yearly audit look surgery undertaken uk mostly private clinic reflect growing number people going abroad cosmetic proceduresthe nh offered advice considering travelling another country surgerymost common cosmetic procedure womenbreast enlargement breast reduction tummy tuck liposuction blepharoplasty eyelid surgery menrhinoplasty nose job chest reduction blepharoplasty liposuction otoplasty ear correction baaps say procedure took place rise doneprivate cosmetic procedure permitted coronavirus lockdownsin pandemic hit baaps reported total number surgery taking placeimage source chrissi sainsburyimage caption chrissi pictured breast reduction surgery chrissi sainsbury decided breast reduction last year lung scan revealed lump breasta mammogram showed noncancerous due amount breast tissue said would never found itchrissi described incident wakeup callit never vanity thing told bbcchrissi surgery privately november going bra size hh daccording baaps breast reduction grown significantly popularity yearonyearit recorded breast reduction woman number increased risethe procedure designed help woman unhappy shape weight droop breast making smaller lifted eligibility checklist used nh many woman opting pay privately procedureseven uk patient died turkey weight loss surgerybrazilian butt lift made safer say surgeonswomen warned breast implant illnesschrissi say surgery thing like drying hair would difficult anything involved lifting arm head incredibly hardthings like gym absolutely could run even proper fitted sport bra like massive sandbag frontchrissi say longer struggle shoulder neck pain shortness breath something dealt constantly surgeryi function much better addsthe nh advises important research surgeon clinic chosen committing treatment also offered coolingoff period consultation related topicscosmetic surgerynhsbreast implantscoronavirus pandemicmore storywomen warned breast implant illness july woman spurn facelift photo filter february brazilian butt lift made safer say surgeon october
health,sniffing body odour tested anxiety therapypublished day agoshareclose panelshare pagecopy linkabout sharingimage source getty imagesby michelle robertsdigital health editorsniffing people body odour might useful therapy social anxiety say swedish researcher started test volunteer scientist using armpit sweat experiment hunch smell activates brain pathway linked emotion offering calming effect far soon say right presenting early finding medical conference paris week smellbabies born strong sense smell preference mother breastmilk smell help u human sense danger food smoky fire example interact environment well otherit also make meal tasty evoke strong memory aroma detected receptor upper part nose signal relayed directly limbic system brain region associated memory emotionscan right smell make feel productiveparkinsons test woman smelled disease husbandsmell training help covid sufferersthe swedish researcher suggest human body odour might communicate emotional state happy anxious instance even elicit similar response others smell itthey asked volunteer donate armpit sweat watching either scary movie happy one next woman social anxiety agreed sniff sample alongside receiving conventional therapy called mindfulness people encouraged focus rather replaying negative thought woman given genuine body odour sniff others control group given clean air instead exposed sweat appeared better therapy lead researcher m elisa vigna karolinska institute stockholm said sweat produced someone happy effect someone scared movie clip may something human chemosignals sweat generally affect response treatment may simply exposed presence someone else effect need confirm fact testing followup study similar design also including sweat individual watching emotionally neutral documentarieswhat sweat always smell skin sweat odourless sweat gland armpit groin produce certain compound cause body odour bacteria skin surface nearby hair follicle break compound producing others responsible smell duncan boak charity fifth sense aim raise awareness smell taste disorder said know there strong link sense smell emotional wellbeinglosing ability smell people partner child cause depression feeling isolation whilst preliminary study work course needed encouraging see research around importance sense smell good mental healthrelated topicsanxietymental healthmore storycan right smell make productive july town cheesevomit smell identified may new generation deodorant way july public toilet smell nice february smell training recommended covid recovery april related internet linkspotion projecteuropean congress psychiatrythe bbc responsible content external site
health,marburg virus dangerous itpublished marchshareclose panelshare pagecopy linkabout sharingimage source getty imagesthe marburg virus killed five people northwest tanzaniathe highlyinfectious disease similar ebola symptom including fever muscle pain diarrhoea vomiting case death extreme blood loss hundred people died virus recent year almost africawhat marburg virus dangerous itaccording world health organization average marburg virus kill half people infects previous outbreak killing patientsthe virus first identified people infected seven died simultaneous outbreak marburg frankfurt germany belgrade serbia outbreak traced african green monkey imported uganda virus since linked animal image source getty imagesimage caption marburg virus first traced african green monkeyamong human spread mostly people spent long period cave mine populated bat recent year also outbreak marburg virus equatorial guineaghanathe democratic republic congokenyasouth africaugandazimbabwea outbreak angola killed peoplehowever rest world two people died marburg virus past year one person europe one u expedition cave ugandawhere case recordedfive people died tanzania northwestern kagera region three people treated hospital authority tracing contact follows outbreak equatorial guinea february known infected nine people killed seven investigating probable case thereother major outbreak include ghana three case two death uganda three case three death uganda case four death angola case death dr congo case death germanyserbia case seven deathswhat symptom marburg virus virus begin abruptly witha feversevere headachemuscle painsthis often followed three day later bywatery diarrhoeastomach painnausea vomitingaccording appearance patient phase described showing ghostlike drawn feature deepset eye expressionless face extreme lethargymany people go bleed various part body die eight nine day first falling ill extreme loss blood shockimage source getty imagesimage caption egyptian rousette fruit bat one main carrier virushow marburg virus spreadafrican green monkey pig carry itthe egyptian rousette fruit bat often also harbour virusamong human spread bodily fluid contact contaminated beddingeven people recovered blood semen remain infectious many month afterwards treatedthere specific treatment vaccine virus range blood product drug immune therapy developed saysdoctors may able alleviate symptom giving hospital patient plenty fluid using transfusion replace lost bloodhow contained people africa avoid eating handling bushmeat according gavi international health organisationpeople also avoid contact pig area outbreak say whomen virus use condom year onset symptom semen test negative virus twicethose bury people died virus also avoid touching body related topicsworld health organization whoinfectious disease
